fid,name,mv16,district,address,contact_name,contact_designation,membership,thana
720,Deys Sweaters Ind. Ltd.,Ashulia Police Station,Dhaka,,Suvasish Dey,,Member,Ashulia
721,Nibir Sweater Ltd.,Jattrabari Police Station,Dhaka,,Mr.Ashim Deb,,Member,Jattrabari
722,Aftabunnesa Garments Ltd.,Jattrabari Police Station,Dhaka,,MD. Rahmatullah,,Member,Jattrabari
723,Alternative Sweaters Ltd.,Uttar Khan Police Station,Dhaka,,Md. Abdus Sabur,,Member,Uttar Khan
724,RNP Export & Import Ltd.,DakshinKhan Police Station,Dhaka,,Razaul Karim Chowdhuri (Popy),,Member,DakshinKhan
725,Prime Fashion Wear Ltd.,Turag Police Station,Dhaka,,Mahmudul Hasan,,Member,Turag
726,A.B.M. Apparels Ltd.,DakshinKhan Police Station,Dhaka,,Colonel (Ret.) Anoarul Azim,,Member,DakshinKhan
727,Nems Apparels N Printing Ltd.,Turag Police Station,Dhaka,,MD. Mosharraf Hossain,,Member,Turag
728,GJ Caps & Headwear Ltd.,Turag Police Station,Dhaka,,Sumaya Sharmin,,Member,Turag
729,Babuitex Ltd.,Ashulia Police Station,Dhaka,,Md. Ahsanul Haque,,Member,Ashulia
731,Natural Denims Ltd.,Ashulia Police Station,Dhaka,,S. Rahmatullah,,Member,Ashulia
732,Meridien Apparels Ltd.,Ashulia Police Station,Dhaka,,Md. Mostafa Kamal,,Member,Ashulia
733,Maya Mithu Fashion Ltd.,Ashulia Police Station,Dhaka,,Md. Nahid Hasan Mukul,,Member,Ashulia
734,Green Life Knit Composite Ltd.,Ashulia Police Station,Dhaka,,Sadekul Islam Uttom,,Member,Ashulia
735,Friends Washing & Dyeing,Badda Police Station,Dhaka,,Md. Monir Hossain,,Member,Badda
736,A. R. Printing,Badda Police Station,Dhaka,,Md. Arifuddin,,Member,Badda
738,GLS Washing Ltd.,Badda Police Station,Dhaka,,Bijoy saha,,Member,Badda
739,Alpha Socks Ltd.,Turag Police Station,Dhaka,,Major(Ret) Mahbubul Haider,,Member,Turag
740,Expo Fashion Wears and Tailors,Badda Police Station,Dhaka,,Md. Rasedul Islam,,Member,Badda
741,Eshana Washing Plant,Badda Police Station,Dhaka,,MD. Nazmul Islam,,Member,Badda
742,M.N. Garments,Gulshan Police Station,Dhaka,,Kamal Hossain,,Member,Gulshan
743,Merino Fashion,Turag Police Station,Dhaka,,Ekabbar hossain,,Member,Turag
744,S R T Fashions Ltd.,Kafrul Police Station,Dhaka,,Khaled Al-Mamun,,Member,Kafrul
745,ADHUNIK POSHAK SHILPA LTD.,Pallabi Police Station,Dhaka,"CIVIL ENGINEERING TOWER (3RD FLOOR), PLOT 1, AVENUE 1, BLOCK E, KALSHI ROAD, SECTION 11, DHAKA-1216",MD. ZAHANGIR ALAM,ADMIN & HR,Member,Pallabi
746,CRAZY FASHIONS LTD.,Pallabi Police Station,Dhaka,"CIVIL ENGINEERS TOWER (3RD FLOOR), HOUSE 1, AVENUE 1, BLOCK E, KALSHI ROAD, SECTION 11, DHAKA-1216",MD. MIZANUR RAHAMAN,OFFICER (ADMIN),Member,Pallabi
747,TIP TOP FASHIONS LTD.,Pallabi Police Station,Dhaka,"CIVIL ENGINEERS TOWER (3RD, 6TH FLOOR), PLOT 1, AVENUE 1, BLOCK E , KALSHI ROAD, SECTION 11, DHAKA-1216",MD. ZAHANGIR ALAM,ADMIN & HR,Member,Pallabi
748,WEAR MAG LTD.,Pallabi Police Station,Dhaka,"CIVIL ENGINEERS TOWER (3RD FLOOR), PLOT 1, AVENUE 1, BLOCK E, KALSHI ROAD, SECTION 11, DHAKA-1216",MD. MIZANUR RAHAMAN,OFFICER (ADMIN),Member,Pallabi
749,Kingbodonti Enterprise,Savar Model Police Station,Dhaka,,Hasibul Haque Razon,,Member,Savar Model
750,Unitrade Fashions Ltd.,Tejgoan Industrial Police Station,Dhaka,,A. K. M. Matiur Rahman,,Member,Tejgoan Industrial
751,Dawn Garments & Textiles Ltd.,Sutrapur Police Station,Dhaka,,Md.Masudur Rashid (Simon),,Member,Sutrapur
752,White Sweater Ltd.,Ashulia Police Station,Dhaka,,Saihum Mushfik,,Member,Ashulia
753,Shanto-Mariam Fashions Ltd.,Savar Model Police Station,Dhaka,,Sunil B.Chakma,,Member,Savar Model
754,Armin Sweaters (BD) Ltd.,Savar Model Police Station,Dhaka,,Anwar Hossain,,Member,Savar Model
755,Boonon Kniting Ltd.,Ashulia Police Station,Dhaka,,Md. Yamin Hossain,,Member,Ashulia
756,MAA KNITTING & DYEING INDUSTRIES LTD,Kodomtoli Police Station,Dhaka,,Khondker ziaur Rahman,,Member,Kodomtoli
757,GDM WEAR LIMITED,Khilgoan Police Station,Dhaka,,Md. Kazal Sarkar,,Member,Khilgoan
758,HERITAGE APPARELS LTD.,Khilgoan Police Station,Dhaka,,Md.Anwar Hossain Babu,,Member,Khilgoan
759,Manvill Styles Ltd,Savar Model Police Station,Dhaka,,Md. Obaidul Kabir,,Member,Savar Model
760,Domain Industries Ltd.,Savar Model Police Station,Dhaka,,Md. Al-Amin,,Member,Savar Model
761,Danial Enterprise,DakshinKhan Police Station,Dhaka,,MD. Kamrul Islam,,Member,DakshinKhan
762,Broadway Industries Ltd.,DakshinKhan Police Station,Dhaka,,Munshi Abdullah Al Hossain Rafi,,Member,DakshinKhan
763,Aleaya Sweater Ltd.,Turag Police Station,Dhaka,,Md. Yasin Ferdosh Murad,,Member,Turag
764,Texville Apparel Ltd.,Ashulia Police Station,Dhaka,,Md. Abdul Matin,,Member,Ashulia
765,ESE Knitwear Ltd.,Ashulia Police Station,Dhaka,,Md. Harunar Rashid,,Member,Ashulia
766,Zeroxe Fashion Ltd.,Turag Police Station,Dhaka,,Rasna Hena,,Member,Turag
767,Ultimate Fashions Ltd.,Ashulia Police Station,Dhaka,,Dayan Thusara,,Member,Ashulia
768,4S-Park Style Ltd.,Ashulia Police Station,Dhaka,,Md. Nur Alam,,Member,Ashulia
770,Lark Fashion,Mirpur Model Police Station,Dhaka,,Md.Alauddin,,Member,Mirpur Model
771,Future Fashion,Mirpur Model Police Station,Dhaka,,Moinul Islam Khan,,Member,Mirpur Model
774,M R Fashion,Mirpur Model Police Station,Dhaka,,Md. Hasan Bhuiyan,,Member,Mirpur Model
779,Vatican Knitwear Ltd.,Ashulia Police Station,Dhaka,,Md. Shahjahan Saju,,Member,Ashulia
781,Galpex Ltd.,Savar Model Police Station,Dhaka,"Plot 562, Vakurta Road, Hindu-Vakurta, Savar, Dhaka-1348",Md. Rezaul Alam,.,Member,Savar Model
782,Preeminent Sweaters Ltd.,Savar Model Police Station,Dhaka,,Md. Rashedun Nabi Chowdhury,,Member,Savar Model
783,D. M. Sourcing (Sweater),Darussalam Police Station,Dhaka,,Md. Delwar Hossain,,Member,Darussalam
786,Al-Hera Fashion,Darussalam Police Station,Dhaka,,Shahidul Islam (Rubel),,Member,Darussalam
787,Sweater Homes,Ashulia Police Station,Dhaka,,Md. Mokter Hossain,,Member,Ashulia
788,Mahmuda Attires Ltd.,Dhamrai Police Station,Dhaka,,MD. Saiful Islam,,Member,Dhamrai
789,Wash Point Ltd.,Tejgoan Industrial Police Station,Dhaka,,Md. Habibur Rahman,,Member,Tejgoan Industrial
790,Sharoj Washing & Dyeing Ltd.,Tejgoan Industrial Police Station,Dhaka,,Sayed Nurul kabir,,Member,Tejgoan Industrial
791,Jeans Care Washing Industry,Tejgoan Industrial Police Station,Dhaka,,MD. Nurul Islam,,Member,Tejgoan Industrial
792,AKH Eco Apparels Ltd.,Dhamrai Police Station,Dhaka,,Swapan Kumar Bachher,,Member,Dhamrai
794,Harrods Knit Wear Ltd.,Mirpur Model Police Station,Dhaka,,Abdur Rouf,,Member,Mirpur Model
796,T & S Fashion,Pallabi Police Station,Dhaka,,Md. Ruhul Amin,,Member,Pallabi
800,Afifa Knitting,Ashulia Police Station,Dhaka,,Md. Kader,,Member,Ashulia
803,Robin Fashion World,Darussalam Police Station,Dhaka,,Md. Hannan Shikder,,Member,Darussalam
804,TASHRIF FASHION,Mirpur Model Police Station,Dhaka,,Kamrul Islam,,Member,Mirpur Model
805,SAJED LASER TECHNOLOGY,Mirpur Model Police Station,Dhaka,,Imam Hossain imu,,Member,Mirpur Model
807,Weaver Sweater Factory,Ashulia Police Station,Dhaka,,Md. Sabuz Hossain,,Member,Ashulia
808,Fabrica Knit Composite Ltd,Ashulia Police Station,Dhaka,,Md. Oliar Rahman,,Member,Ashulia
812,Knit Revolution Ltd,Ashulia Police Station,Dhaka,,Umme Fatema Nazma Begum,,Member,Ashulia
814,SAS KNIT WEAR LTD,Mirpur Model Police Station,Dhaka,,Md. Shahjalal Uddin,,Member,Mirpur Model
815,Allahar Dan Sweater,Ashulia Police Station,Dhaka,,Md. Ali Akbor,,Member,Ashulia
816,Adiyat Apparels ltd.,Ashulia Police Station,Dhaka,,Md. Shamim Ahmed,,Member,Ashulia
818,Beq Sweaters Ltd.,Ashulia Police Station,Dhaka,,Mahbubul Alam,,Member,Ashulia
819,ABU Apparels,Adabor Police Station,Dhaka,"Plot 102 (2nd Floor), Road No 12, Shekhertek, Adabor, Dhaka-1207",Md. Khorshed Alam Abu,,Member,Adabor
820,Bestex Washing,Adabor Police Station,Dhaka,,Md. Kazi Izzajul Haque,,Member,Adabor
821,Skylark Fashions,Adabor Police Station,Dhaka,,Md. Harun-Ur -Rashid,,Member,Adabor
822,H&N Fashion Wear Ltd.,Adabor Police Station,Dhaka,,Muhammad Habibur Rahman,,Member,Adabor
823,Tas Fashion Bd,DakshinKhan Police Station,Dhaka,,MD .Tuku Mia,,Member,DakshinKhan
824,Vai Vai Fashion,DakshinKhan Police Station,Dhaka,,MD Mainuddin,,Member,DakshinKhan
825,TM Apparels,DakshinKhan Police Station,Dhaka,,MD Abdul Mannan,,Member,DakshinKhan
826,Jense Styling Washing Plant,Uttar Khan Police Station,Dhaka,,MD.Abdul Hamid,,Member,Uttar Khan
827,Jara Washing & Dyeing Technology Ltd.,Uttar Khan Police Station,Dhaka,,Monir Ahammed(Monir),,Member,Uttar Khan
828,Murad Apparels Ltd,Ashulia Police Station,Dhaka,,Md. Amran Hossain,,Member,Ashulia
829,Textillery Ltd,Ashulia Police Station,Dhaka,,Mr. Bipul,,Member,Ashulia
830,A.B.R. Sweaters Industries Ltd.,Ashulia Police Station,Dhaka,,Md. Ashiqur Rahman,,Member,Ashulia
831,Silver Gallery Ltd,Ashulia Police Station,Dhaka,,Md.Shahin Dewan,,Member,Ashulia
832,Vanessa Bangladesh Limited,Ashulia Police Station,Dhaka,,SKM ZAHIDUL HAQUE,,Member,Ashulia
833,Shangu Tex Ltd.-2,Ashulia Police Station,Dhaka,,Md. Nazmul Karim,,Member,Ashulia
834,"Platinum Apparel Mfg. Co., Ltd.",Ashulia Police Station,Dhaka,,Rashedur Rahman,,Member,Ashulia
835,Tex World Knitwear Ltd.,Ashulia Police Station,Dhaka,,Shammo Sarkar,,Member,Ashulia
836,United Apparels Industry Ltd,Ashulia Police Station,Dhaka,,Shah Md. Sakhawat Hossain,,Member,Ashulia
837,United Trousers Ltd,Ashulia Police Station,Dhaka,,Shah Md. Sakhawat Hossain,,Member,Ashulia
838,Crystal Composite Ltd.,Ashulia Police Station,Dhaka,,Shafique Hasan,,Member,Ashulia
839,LR Sports Ltd.,Ashulia Police Station,Dhaka,,A.R. Liton,,Member,Ashulia
840,Prottasha Knitex Ltd,Ashulia Police Station,Dhaka,,Md. Golam Robbani,,Member,Ashulia
841,Skylux Apparels Ltd,Ashulia Police Station,Dhaka,,Humayan Kabir,,Member,Ashulia
842,Zoom Tex Limited,Ashulia Police Station,Dhaka,,Md. Abdus Salam,,Member,Ashulia
843,KATIE ORIENT LTD.,Mirpur Police Station,Dhaka,"PLOT 9/1 (7TH FLOOR), PAIKPARA ROAD, SECTION 1, MIRPUR, DHAKA-1216",STANLY REPHAEL GOMES,MANAGER (ADMIN),Member,Mirpur
845,Euphoria Apparels Ltd.,Ashulia Police Station,Dhaka,,Mamun Mia,,Member,Ashulia
846,S.R. FASHION,Mirpur Model Police Station,Dhaka,,Md. Shah Alam (Sazu),,Member,Mirpur Model
850,Al- Afaz sweater ltd. (Unit-2),Ashulia Police Station,Dhaka,,Md. Suzon Ahmed,,Member,Ashulia
851,Shawon knit Wear.,DakshinKhan Police Station,Dhaka,,MD Muklesur Rahman,,Member,DakshinKhan
852,S.S Sweater,DakshinKhan Police Station,Dhaka,,MD. Ibrahim,,Member,DakshinKhan
853,Aany Tex Limited.,Uttara Model Police Station,Dhaka,,Raihan Hossain Niloy,,Member,Uttara Model
854,Unity Fashion Bd,DakshinKhan Police Station,Dhaka,,"MD , Shahedul Islam",,Member,DakshinKhan
855,Arrival Fashion Limited,Mirpur Model Police Station,Dhaka,,Md.Afran Khan,,Member,Mirpur Model
856,S.S. INTERNATIONAL (BD),Mirpur Police Station,Dhaka,"PLOT 166 (6TH FLOOR), DARUS SALAM ROAD, SECTION 1, MIRPUR, DHAKA-1216",MD. ROHUL AZOM,MANAGING DIRECTOR,Member,Mirpur
858,THIR EYE FASHION LTD,Mirpur Model Police Station,Dhaka,,Md. Tajul Islam,,Member,Mirpur Model
859,Sanjida Fashion,Mirpur Model Police Station,Dhaka,,Md. Salim Mollik,,Member,Mirpur Model
860,Three Star Fashion,Mirpur Model Police Station,Dhaka,,Md.Yeshin,,Member,Mirpur Model
865,Bodystretch Bangladesh Ltd.,Ashulia Police Station,Dhaka,,Sonia Sarmin,,Member,Ashulia
866,Badrunnesa Sweaters Limited,Ashulia Police Station,Dhaka,,Md. Afroz Badsha,,Member,Ashulia
869,S.F. Denim Apparels Ltd.,Tejgoan Industrial Police Station,Dhaka,,Moziber Rahman khan,,Member,Tejgoan Industrial
871,Taqwa Fashion Wear,Badda Police Station,Dhaka,,Mr. Sakib Azad Shovon,,Member,Badda
872,Prince Washing & Dyeing,Badda Police Station,Dhaka,,B.M Abdul Quddus,,Member,Badda
873,Tory Fashion Wear Ltd.,Uttara Model Police Station,Dhaka,,Md. Hossain Khandaker,,Member,Uttara Model
874,Q TEX,Uttara Model Police Station,Dhaka,,Mustafa Faruque Mahmud ( Suman),,Member,Uttara Model
875,SMAK FASHION,Mirpur Model Police Station,Dhaka,,MD. MOHI UDDIN (SUMON),,Member,Mirpur Model
876,BISMILLAH FINISHING CENTER,Ashulia Police Station,Dhaka,,Md. Rony Ahmed,,Member,Ashulia
878,Anjuman Garments Pvt.Ltd,Ashulia Police Station,Dhaka,,Jasim Uddin Ahmed,,Member,Ashulia
879,SHEPON ENTERPRISE,Mirpur Model Police Station,Dhaka,,Farida Yeasmin (Shepon),,Member,Mirpur Model
881,Shariq Knitwears Ltd.,Darussalam Police Station,Dhaka,,Md. Fazlul Kader Chowdhury,,Member,Darussalam
884,A.B.S. GARMENTS LTD.,Demra Police Station,Dhaka,,Md. Mizanur Rahman,,Member,Demra
885,M/S. Zakaria Fashion,Demra Police Station,Dhaka,,Md. Saidul Matbar,,Member,Demra
886,Like Fashion Ltd,Demra Police Station,Dhaka,,Mohammad Mamun Bhuiyan,,Member,Demra
887,AGS Textiles Ltd.,Demra Police Station,Dhaka,,Alhaj Md. Golam Hossain,,Member,Demra
891,Tunic Apparels Limited,Mirpur Model Police Station,Dhaka,,Md. Abul Bashar,,Member,Mirpur Model
892,O'Dell Apparels Limited,Mirpur Model Police Station,Dhaka,,Md. Abul Bashar,,Member,Mirpur Model
893,Mayc's Garments Ltd.,Mirpur Model Police Station,Dhaka,,Md. Ali Hossain,,Member,Mirpur Model
894,Replica Creations Ltd,Mirpur Model Police Station,Dhaka,,Md.Ali Hossain,,Member,Mirpur Model
895,SNS Apparels Ltd.,Uttara Model Police Station,Dhaka,,Md. Khalilur Rahman,,Member,Uttara Model
896,Farhana & Zaman Styles Ltd.,Uttara Model Police Station,Dhaka,,Md. Asaduzzaman (Pial),,Member,Uttara Model
897,Friends Washing & Dyeing,Gulshan Police Station,Dhaka,,Alhaz Abul Kalam Azad,,Member,Gulshan
898,Smart Denim Washing Ltd,Gulshan Police Station,Dhaka,,Shohanur Rahman (Shohag),,Member,Gulshan
899,Vision Knit Wear Garments Ltd.,Darussalam Police Station,Dhaka,,Md. Alamgir Hossen Mredha,,Member,Darussalam
901,Omax Sweaters Bangladesh,Darussalam Police Station,Dhaka,,Md. Monir Hossain,,Member,Darussalam
902,Aristocott Fashion,Darussalam Police Station,Dhaka,,Md. Biplob Hossain,,Member,Darussalam
903,Nice Fashion,Darussalam Police Station,Dhaka,,Md. Serajul Islam (Siraj),,Member,Darussalam
904,Alps Apparels Ltd.,Ashulia Police Station,Dhaka,,Md. Nazmul Islam,,Member,Ashulia
905,Zas Fashion Wear,Ashulia Police Station,Dhaka,,Ziaur Rahman,,Member,Ashulia
906,Alps Apparels Ltd. Unit -2,Ashulia Police Station,Dhaka,,Nazmul Islam,,Member,Ashulia
907,B S M Fashion,Ashulia Police Station,Dhaka,"Tayebpur Road, Tayebpur, Yearpur, Ashulia, Savar, Dhaka-1341",Md. Saheen Sarker,Managing Director,Member,Ashulia
909,7 F Sweater,Ashulia Police Station,Dhaka,,Md.Amirul Islam,,Member,Ashulia
910,Dream Eye International Fashion,Ashulia Police Station,Dhaka,,Md. Obaydur Rahman,,Member,Ashulia
911,Sufia Knit Fashion,Ashulia Police Station,Dhaka,,Md. Shakawat Hossain (Shakil),,Member,Ashulia
912,S. COLLECTION,Pallabi Police Station,Dhaka,,Khondoker Afzal Hossain,,Member,Pallabi
916,Jenat Fashion & Belt Fitting,DakshinKhan Police Station,Dhaka,,Abul Kalam azad,,Member,DakshinKhan
917,M. R. B. FASHION,DakshinKhan Police Station,Dhaka,,Abdul Motin Rajbongshi,,Member,DakshinKhan
918,KRSS Sportswear Ltd,Ashulia Police Station,Dhaka,,Md. Monirul Islam,,Member,Ashulia
919,Z. R. Fashion,Ashulia Police Station,Dhaka,,Md.Zahangir Alam,,Member,Ashulia
920,Lovely Sweater,Ashulia Police Station,Dhaka,,Ruhul Amin,,Member,Ashulia
921,Design Finishing Centre,Turag Police Station,Dhaka,,Md. Alamgir Hossain,,Member,Turag
922,MBR Apparels,Uttara East Police Station,Dhaka,,Abu Bakkor Hawlader,,Member,Uttara East
923,Bengal Indigo Ltd.,Uttara East Police Station,Dhaka,,Jannatul Naima,,Member,Uttara East
924,Basic Apparels Ltd.,Uttara East Police Station,Dhaka,,Tofazzal Hossain,,Member,Uttara East
925,KTJ GLOVES LTD.,Mirpur Police Station,Dhaka,"PLOT 1241 (1ST FLOOR), BEGUM ROKEYA SHORONI, EAST MONIPUR, MIRPUR, DHAKA-1216",MD. JAMAL HOSSAIN,MANAGER (COMMERCIAL),Member,Mirpur
926,M/S. Hawlader Carrier & Trading,Mirpur Model Police Station,Dhaka,,Mahabub Hawlader,,Member,Mirpur Model
930,Ujan Char Sweater Ltd.,Uttar Khan Police Station,Dhaka,,MD. Jalal Uddin Shajib,,Member,Uttar Khan
931,Ujan Char Sweater Ltd.,Uttar Khan Police Station,Dhaka,"Plot 1854/B (2nd Floor), Shah Kabir Mazar Road, Mazar Chourasta, Uttarkhan, Dhaka-1230",Md. Jalal Uddin Shajib,,Member,Uttar Khan
932,Ujan Char Sweater Ltd.,Uttar Khan Police Station,Dhaka,,MD. Jalal Uddin Shajib,,Member,Uttar Khan
933,Accordant & Peace Fashion Ltd,Demra Police Station,Dhaka,,Zahidul Islam,,Member,Demra
934,My Sun Garments Industry,Demra Police Station,Dhaka,,Md. Mahabubur Rahman (Liton),,Member,Demra
935,Zoom Sweaters Ltd.,Demra Police Station,Dhaka,,Md. Moniruzzaman Monir,,Member,Demra
936,Irene Knitwear Ltd.,Demra Police Station,Dhaka,,Md. Oliullah Joshim,,Member,Demra
939,Innova Life Style,Mirpur Model Police Station,Dhaka,,MD. Ashraf Ali,,Member,Mirpur Model
941,NEAR NEAT FASHION LTD.,Mirpur Police Station,Dhaka,"104 (3RD FLOOR), BOROBAG, SECTION 2, MIRPUR, DHAKA-1216",MD. ISMAIL HOSSAIN,MANAGING DIRECTOR,Member,Mirpur
943,New Faysal Garments,Ramna Model Police Station,Dhaka,,Md.Abdus Samad,,Member,Ramna Model
944,Noor Jahan Garments,Ramna Model Police Station,Dhaka,,Md. Abdul Aziz Hawlader,,Member,Ramna Model
945,Venix Bangladesh Ltd.,Ramna Model Police Station,Dhaka,,Prof. Md. Aminul Islam,,Member,Ramna Model
946,HN Garments Ltd,Uttara West Police Station,Dhaka,,Nayer Mehdy Bablu,,Member,Uttara West
947,A.H Fashion ( O&O Denim),Uttar Khan Police Station,Dhaka,,MD .Shohidul Islam ( Bellal),,Member,Uttar Khan
948,Gallery Tex Ltd.,Uttar Khan Police Station,Dhaka,,S.M Shafiqul Islam,,Member,Uttar Khan
949,Maria Tex,Darussalam Police Station,Dhaka,,Md. Shiblu,,Member,Darussalam
953,KHS Fashions Ltd.,Uttar Khan Police Station,Dhaka,,MD.Sohel Ahmed,,Member,Uttar Khan
954,A R A Fashion Ltd.,Uttar Khan Police Station,Dhaka,,MD Anis Mahmud,,Member,Uttar Khan
955,Origin Design Ltd.,Uttar Khan Police Station,Dhaka,,Mohammad Abdul Khalek,,Member,Uttar Khan
958,RM Exclusive Fashion Design,Badda Police Station,Dhaka,,Md. Jahirul Islam,,Member,Badda
959,Star Washing Plant,Badda Police Station,Dhaka,,D.S Tofayel Ahmed,,Member,Badda
960,Sumaiya Fashion Design,Badda Police Station,Dhaka,,Md. Ahsan Habib,,Member,Badda
961,Donglian Fashion (BD) Ltd.,Ashulia Police Station,Dhaka,,SKY WANG,,Member,Ashulia
962,Lily Jaccquard Sweaters,Ashulia Police Station,Dhaka,,Md.Abdur Rahman,,Member,Ashulia
963,Ayisha Knitting,Ashulia Police Station,Dhaka,,Ayisha Begum,,Member,Ashulia
964,AARONG,Banani Police Station,Dhaka,,MD Faruk,,Member,Banani
965,T. Fashion,Banani Police Station,Dhaka,,MD.Tara Miah,,Member,Banani
966,Genesis Fashions Ltd. (Sample section),Banani Police Station,Dhaka,,Md. Mostak kabir,,Member,Banani
967,NKR FASHION,DakshinKhan Police Station,Dhaka,,Nazmul Huda,,Member,DakshinKhan
968,AG7 Fashion Limited,DakshinKhan Police Station,Dhaka,,MD.Riajul Karim,,Member,DakshinKhan
969,Makkah Fashion,DakshinKhan Police Station,Dhaka,,MD Shuhanur Rahman Sujon.,,Member,DakshinKhan
970,Meem Fashions,Bhasantek Police Station,Dhaka,,Rofiqul islam,,Member,Bhasantek
971,Tangra Fashion Ltd.,Demra Police Station,Dhaka,,Mahmudul Hasan,,Member,Demra
972,A.M.S. Knitwear Ltd.,Demra Police Station,Dhaka,,Md. Omar Faruk,,Member,Demra
974,Abdullah Sweaters,Uttar Khan Police Station,Dhaka,,MD. Motaleb Molla,,Member,Uttar Khan
976,9 Star Apparels Industries Ltd.,Turag Police Station,Dhaka,,Md. Mahashin Apu,,Member,Turag
977,SNS Apparels Ltd.,Turag Police Station,Dhaka,,Md. Khalilur Rahaman,,Member,Turag
978,Ayan's Design,Turag Police Station,Dhaka,,Nasir Uddin,,Member,Turag
979,SINHA KNIT AND DENIMS LTD.,Mirpur Police Station,Dhaka,"PLOT-9 (GROUND FLOOR), ROAD-3, BLOCK-D, SECTION-2, MIRPUR 2, DHAKA-1216",MD. SAIFUL ISLAM (POLASH),SENIOR EXECUTIVE (HR & ADMIN),Member,Mirpur
982,Palash Fashion,Ramna Model Police Station,Dhaka,"Hira Bhaban (5th Floor), Plot 2, West Chowdhury Para, Ramna, Dhaka-1219",Palash Chowdhury,,Member,Ramna Model
983,SAS Fashions,Mirpur Model Police Station,Dhaka,,MD.Shahin Jabber,,Member,Mirpur Model
984,Probashi Apparels Ltd.,Pallabi Police Station,Dhaka,,Hazi Md.Rakibul Islam (Rubon),,Member,Pallabi
985,Amir Style Fashion Ltd.,Ashulia Police Station,Dhaka,,Amir Uddin,,Member,Ashulia
986,Shamim Sweater Factory,Pallabi Police Station,Dhaka,,Md.Zahid,,Member,Pallabi
